List Number,Agency Phone,Listing Agent,Co-Listing Agent,Property Type,Card Format,Book Section,Property Sub Type,Listing Contract Date,Back on Market Date,Status,Status Change Timestamp,Original List Price,List Price,Living Area Source,MLS Area Major,Lock Box Number,Street Direction Prefix,Street Direction Suffix,Non-Representative Compensation Type,City,State,County,Country,Postal Code,Stories Total,Stories,Latitude,Longitude,GeoID,Living Area,Year Built,Direction Faces,Lot Size Dimensions,Bedrooms Total,Bathrooms Total,Bathrooms Full,Bathrooms Half,Parcel Number,Owner Name,mod_timestamp,Association Fee Frequency,Occupant Type,Listing Agreement,Association Fee 2 Frequency,Listing Service,Lease Term,Association Fee,Building Area Total,Garage Spaces,Association Fee 2,List Price/SqFt,Availability Date,Start Showing Date,Association Name,Association YN,Carport YN,Property Attached YN,Furnished,Lot Size Acres,Contingent Date,Senior Community YN,Waterfront YN,Water Frontage Feet,Accessory Dwelling Unit Y/N,Rental Service,Garage YN,Carport Spaces,Non-Representative Compensation,Entry Level,Accessibility Features YN,Unit Type,Comp Sale YN,Price Change Timestamp,Days on Market,Rooms,Features
gAAAAABm9wKyePCHmkpBJj2Y-YffL6J61bSfiU5wPBbAjUy6hTiUnu3NovC_Um5Wtq6JmnZ9_RnH4r47-YA6waQoU1Dy9Qa4pA==,Agency_Phone_Index_786,Listing_Agent_Index_1207,,Rental,Residential Lease,Townhouse,TH,6/6/24,,A,7/29/24,1795,1795,Public Records,42,,W,,%,Jacksonville,FL,Duval,US,32225,2,2,30.33562666,-81.53599646,1.20E+11,1376,1986,,,2,3,2,1,gAAAAABm9wKyaRcM97h1JV7F8U1bdFn-lKfv-A2uv1E2KL0oWEVha4O6IiQCCnj1oKQqbETaYQvRKcVm4SLgJ5917rxpxQhhPg==,,9/10/24 15:45,Annually,Tenant,Excl Right to Lease,Annually,Full Service,12 Months,0,1543,2,0,1.3,10/9/24,7/26/24,,Y,N,Y,U,0.09,,N,N,,N,N,Y,,0,1,N,,N,,18,Utility Room:|||||;,"Additional Lease Terms|12 Months|Yes;Architectural Style|A-Frame|Yes;Deposits and Fees|Security Deposit|1,800;Deposits and Fees|Application Fee|35;Fencing|Back Yard|Yes;Fencing|Wood|Yes;Fireplace Features|Fireplaces Total|1;Historical Information|Public Historical Remarks 1|Water - Public:  Y, Assoc Appl Fee:  N, Tenant Pays All Utilities:  Y, Roof:  Shingle, Wall-to-Wall Carpet:  Y, Per Period:  12, Interior Amenities-Window Treatment(s):  Y;Historical Information|Public Historical Remarks 2|Occupancy:  Specific Date-CLO, Sewer - Public:  Y, Parcel Size:  Less than .25 acre, Exterior Wall:  Stucco, Tile Floors:  Y, Min Lease/Rent Term:  12, Energy Features-Ceiling Fan(s):  Y, Dining-Living/Dining Combo:  Y, Interior Amenities-Ceiling 8+ Ft.:  Y, Interior Amenities-Sliding Glass Door(s): Y, Townhouse:  Y, Self Cleaning Oven:  Y, City Lot Location:  Y;Historical Information|Public Historical Remarks 3|Date Available: 9-15-24;Historical Information|Private Historical Remarks|Region:  04-ARLINGTON/FT CAROLINE, Agency Disclosure:  Transaction Broker, Call Seller Directly: NO CALL L/A;Interior Features|Breakfast Bar|Yes;Interior Features|Primary Bathroom - Tub with Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Vaulted Ceiling(s)|Yes;Interior Features|Pantry|Yes;Interior Features|Entrance Foyer|Yes;Levels|Two|Yes;Owner Pays|Association Fees|Yes;Owner Pays|Taxes|Yes;Owner Pays|Roof Maintenance|Yes;Owner Pays|Repairs|Yes;Owner Pays|Management|Yes;Owner Pays|Insurance|Yes;Owner Pays|HVAC Maintenance|Yes;Patio And Porch Features|Deck|Yes;Patio And Porch Features|Porch|Yes;Pets Allowed|No|Yes;Road Frontage Type|City Street|Yes;Road Surface Type|Asphalt|Yes;Room Types|Utility Room|Yes;Sewer|Public Sewer|Yes;Showing Considerations|Occupied|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|179.5;Water Source|Public|Yes;Cooling|Central Air|Yes;Cooling|Electric|Yes;Heating|Central|Yes;Heating|Heat Pump|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Showing Requirements|24 Hour Notice|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Showing Contact Phone|904-655-3165;Showing Requirements|Call Listing Agent|Yes;Parking Features|Additional Parking|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKyXd43VVePEWUYXPEjxMlIQpE5WaNRExExguevJUaXH3_9svHVp4cCmCh130efBx-Mzyn3R-OOfftuEvsq7-bsXw==,Agency_Phone_Index_656,Listing_Agent_Index_1042,,Rental,Residential Lease,Condominium,CN,7/10/24,,A,8/11/24,1395,1395,Public Records,13,,,,$,Jacksonville,FL,Duval,US,32257,2,2,30.20597738,-81.60640921,1.20E+11,940,2005,,,2,2,2,0,gAAAAABm9wKygGaAeWhvd03k66t8883N52-qFdbxGT9pk7DfEyc8QLxMD8xnhrNK4WY46W3sDCJ2dGSfBLTdeqqfKSkf87YvCA==,,,,,Exclusive Agency,,Full Service,12 Months,,,,,1.48,7/24/24,,,N,N,,,0,,N,N,,,,N,,200,2,N,,,,18,,"Additional Lease Terms|12 Months|Yes;Association Amenities|Clubhouse|Yes;Historical Information|Public Historical Remarks 1|Water - Public:  Y, Assoc Appl Fee:  N, Wall-to-Wall Carpet:  Y, Common Club Amenities-Club Facilities:  Y;Historical Information|Public Historical Remarks 2|Occupancy:  Specific Date-CLO, Sewer - Public:  Y, Dining-Living/Dining Combo:  Y, Self Cleaning Oven:  Y;Historical Information|Public Historical Remarks 3|Date Available: Jan 1st 2024, Occupant Type: Special Instructions, Tenant Occupied;Historical Information|Private Historical Remarks|Region:  01-SOUTHSIDE/MANDARIN/BARTRAM, Agency Disclosure:  Transaction Broker, Call Seller Directly: no;Interior Features|Breakfast Bar|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Primary Bathroom - Tub with Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Owner Pays|Association Fees|Yes;Owner Pays|Trash Collection|Yes;Owner Pays|Taxes|Yes;Owner Pays|Grounds Care|Yes;Owner Pays|Exterior Maintenance|Yes;Owner Pays|Common Area Maintenance|Yes;Road Surface Type|Asphalt|Yes;Security Features|Security System Owned|Yes;Showing Considerations|Occupied|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|200;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Utilities|Sewer Available|Yes;Utilities|Electricity Connected|Yes;Showing Requirements|Gated|Community;Showing Requirements|24 Hour Notice|Yes;Parking Features|Additional Parking|Yes;Parking Features|Guest|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;Appliances|Disposal|Yes;"
gAAAAABm9wKyD9u4QnfIy3sKKDEGY-_bz_nvIj_hK8Svx0F9w7wXdtVjj5ANE6-GocrUQqYhj8aKJPVNj1AmHYT-K2zdlxksEg==,Agency_Phone_Index_656,Listing_Agent_Index_1042,,Rental,Residential Lease,Condominium,CN,8/1/24,,A,7/30/24,4995,5000,Public Records,211,,,N,%,Jacksonville,FL,Duval,US,32250,10,,30.30197018,-81.3968562,1.20E+11,2133,2007,,,3,3,3,0,gAAAAABm9wKyFb-uq695G4x4bqUY29-UfsgVqrNUhEAeCbt-RBmOsr-ijb9KzdzI5dvhUd7Li3aVNoBIcCG6hBRXG22tIiH3Jg==,,,,,Exclusive Agency,,Full Service,12 Months,,,1,,2.34,7/17/24,,,N,N,,,0.01,,N,Y,,,,Y,,0,,N,,,,18,,"Additional Lease Terms|12 Months|Yes;Association Amenities|Elevator(s)|Yes;Association Amenities|Spa/Hot Tub|Yes;Association Amenities|Gated|Yes;Deposits and Fees|Security Deposit|4,995;Owner Pays|Taxes|Yes;Sewer|Public Sewer|Yes;Tenant Pays|All Utilities|Yes;View|Ocean|Yes;Rental Commission Term|1 Years Rent|Yes;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Electricity Connected|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Showing Requirements|Appointment Only|Yes;Showing Requirements|Call Listing Agent|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKyJtu6lv9kpPFOl0wWTMB30fmzWmYQCV6gvEwbNptzaow6g9_NWmM1lCux8q_F8Aqgs17s9VtStxmPdJEI8HZJaQ==,Agency_Phone_Index_756,Listing_Agent_Index_1295,,Rental,Residential Lease,Single Family Residence,SF,8/25/24,,A,8/18/24,4300,4300,Public Records,301,,,,$,St Johns,FL,St. Johns,US,32259,2,,30.11884232,-81.55181261,1.21E+11,4091,2022,,,5,5,4,1,gAAAAABm9wKyO0q231ZjIrFAcmcKfmUBydXhpqzMWm_q9jdboCl4DLMj1iBGRpSeeiyIU7d2R7IqbktdXzGGQQBtUwarvaR7yw==,,10/5/24 18:34,,,Excl Right to Lease,,Limited Service,12 Months,,,3,,1.05,8/22/24,,,Y,N,,,0.32,,N,N,,,,Y,,250,1,N,,,,5,,"Additional Fee Includes|Lease Prep|Yes;Additional Lease Terms|12 Months|Yes;Architectural Style|Traditional|Yes;Association Amenities|Basketball Court|Yes;Association Amenities|Children's Pool|Yes;Association Amenities|Tennis Court(s)|Yes;Association Amenities|Security|Yes;Association Amenities|Playground|Yes;Association Amenities|Jogging Path|Yes;Association Amenities|Fitness Center|Yes;Association Amenities|Clubhouse|Yes;Deposits and Fees|Security Deposit|4,300;Deposits and Fees|Additional Fee|50;Deposits and Fees|Association Application Fee|150;Deposits and Fees|Pet Fee/Deposit|395;Deposits and Fees|Application Fee|60;Interior Features|Breakfast Bar|Yes;Interior Features|Breakfast Nook|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Butler Pantry|Yes;Interior Features|Primary Bathroom -Tub with Separate Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Primary Downstairs|Yes;Interior Features|Pantry|Yes;Interior Features|Kitchen Island|Yes;Interior Features|Entrance Foyer|Yes;Interior Features|Built-in Features|Yes;Levels|Two|Yes;Owner Pays|Association Fees|Yes;Owner Pays|Trash Collection|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Size Limit|Yes;Pets Allowed|Number Limit|Yes;Pets Allowed|Dogs OK|Yes;Pets Allowed|Cats OK|Yes;Rent Includes|Trash Collection|Yes;Road Surface Type|Asphalt|Yes;Security Features|Smoke Detector(s)|Yes;Security Features|Security Gate|Yes;Sewer|Public Sewer|Yes;Tenant Pays|Electricity|Yes;Tenant Pays|Telephone|Yes;Tenant Pays|All Utilities|Yes;Tenant Pays|Water|Yes;Tenant Pays|Sewer|Yes;Tenant Pays|Pest Control|Yes;Tenant Pays|Gas|Yes;View|Trees/Woods|Yes;Rental Commission Term|Specific $ Amount|0;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Heating|Electric|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Utilities|Water Available|Yes;Utilities|Sewer Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Showing Service|Yes;Parking Features|Attached|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Gas Range|Yes;Appliances|Gas Cooktop|Yes;Appliances|Dishwasher|Yes;Appliances|Disposal|Yes;"
gAAAAABm9wKyIY7x00faUdCoQt4cN2UW-MX8nRAm_4Rjb8vDxl3CxReVE8ZH0rV2J9HWftiFjHBtT_brKUYlRtokBplDUOOQbA==,Agency_Phone_Index_670,Listing_Agent_Index_990,,Rental,Residential Lease,Single Family Residence,SF,6/9/24,,A,6/17/24,2015,1965,Public Records,22,,,,$,Jacksonville,FL,Duval,US,32216,1,,30.27554606,-81.58916432,1.20E+11,1516,1955,,,4,2,2,0,gAAAAABm9wKy9_OMMmbLo27aI8bZiL0Kn0ias8-rofl0uxIJekTm-4-apIUtGBpIW86OAOTSTWPORUsQktgWZGBywH7IdqxNeA==,Owner_Name_Index_1812,,,Vacant,Excl Right to Lease,,Full Service,12 Months,,,1,,1.3,,,,N,N,,,0.24,,N,N,,,N,Y,,0,,N,,,,66,Primary Bedroom:|||||;Bedroom 1:|||||;Bedroom 2:|||||;Bedroom 3:|||||;Dining Room:|||||;Kitchen:|||||;Living Room:|||||;,"Additional Lease Terms|12 Months|Yes;Architectural Style|Contemporary|Yes;Deposits and Fees|Security Deposit|1,965;Deposits and Fees|Pet Fee/Deposit|250;Deposits and Fees|Application Fee|50;Levels|One|Yes;Owner Pays|None|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Yes|Yes;Pets Allowed|Size Limit|Yes;Pets Allowed|Number Limit|Yes;Rent Includes|None|Yes;Room Types|Bedroom 1|Yes;Room Types|Primary Bedroom|Yes;Room Types|Living Room|Yes;Room Types|Kitchen|Yes;Room Types|Dining Room|Yes;Room Types|Bedroom 3|Yes;Room Types|Bedroom 2|Yes;Sewer|Public Sewer|Yes;Tenant Pays|Other|Yes;Tenant Pays|Exterior Maintenance|Yes;Tenant Pays|All Utilities|Yes;Tenant Pays|Insurance|Yes;Rental Commission Term|Specific $ Amount|300;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Water Available|Yes;Utilities|Sewer Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Other|Yes;Showing Requirements|Restricted Hours|Yes;Parking Features|Attached|Yes;Parking Features|Garage|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKyOBZeGqBJqCfmnekA27XAfXnVt-Jidm8qcQPE2yfcF9llvcEr1HBORmTm95gkSDyVt1YP_VMFNgNKnCdbOtqOBA==,Agency_Phone_Index_875,Listing_Agent_Index_1346,,Rental,Residential Lease,Townhouse,TH,7/7/24,,A,7/7/24,2050,1950,Public Records,301,,,,%,St Johns,FL,St. Johns,US,32259,2,,30.0860192,-81.54223299,1.21E+11,1502,2019,,,3,3,2,1,gAAAAABm9wKy_6cD8VUeVBu36fbV0TMk_Ngn6FP-12D794U2Yhw08KMv9jWAHJt5LRpnYJiOgjDmUOsN9Oj-YDiLS1mauaI02Q==,,8/28/24 22:38,,,Excl Right to Lease,,Full Service,12 Months,,,1,,1.3,7/26/24,,,Y,N,Y,,0.09,,N,N,,,N,Y,,0,,N,,,10/11/24 3:37,20,,Additional Fee Includes|Lease Prep|Yes;Additional Lease Terms|12 Months|Yes;Additional Lease Terms|Negotiable|Yes;Association Amenities|Basketball Court|Yes;Association Amenities|Playground|Yes;Association Amenities|Dog Park|Yes;Deposits and Fees|Application Fee|50;Deposits and Fees|Additional Fee|75;Interior Features|Breakfast Bar|Yes;Interior Features|Jack and Jill Bath|Yes;Interior Features|Primary Bathroom - Tub with Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Pantry|Yes;Interior Features|Entrance Foyer|Yes;Laundry Features|Electric Dryer Hookup|Yes;Laundry Features|Washer Hookup|Yes;Laundry Features|In Unit|Yes;Levels|Two|Yes;Owner Pays|Association Fees|Yes;Pets Allowed|Call|Yes;Sewer|Public Sewer|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|195;Water Source|Public|Yes;Cooling|Central Air|Yes;Cooling|Electric|Yes;Heating|Central|Yes;Heating|Electric|Yes;Pool Features|Community|Yes;Pool Features|None|Yes;Utilities|Electricity Connected|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Showing Requirements|Appointment Only|Yes;Showing Requirements|Combination Lock Box|Yes;Parking Features|Additional Parking|Yes;Parking Features|Garage Door Opener|Yes;Parking Features|Garage|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;
gAAAAABm9wKyLDG-LCoKTHPq_u83pGQ_T-m8kdOXTLPeMzeeLP5jiAl-CuXaWp9TT_HVQH--3GAogI5xnqa65W6mPcMfM38TXg==,Agency_Phone_Index_670,Listing_Agent_Index_990,,Rental,Residential Lease,Single Family Residence,SF,5/23/24,,A,5/18/24,2015,1945,Public Records,81,,,,$,Jacksonville,FL,Duval,US,32220,1,,30.31830367,-81.82301934,1.20E+11,1776,2004,,,4,2,2,0,gAAAAABm9wKyLBq2aTmjTdT7VGVniWb9Lee64n-JH6jfeLM95J3EjUKD5H5we7XycNGlZrxNpauOVOg8lrCMjxOQfpqNeTAJbw==,,,Annually,Vacant,Excl Right to Lease,,Full Service,12 Months,252,,2,,1.1,6/19/24,,Association_Name_Index_1868,Y,N,,U,0.14,,N,N,,,,Y,,0,,N,,,,52,Primary Bedroom:|||||;Bedroom 1:|||||;Bedroom 2:|||||;Bedroom 3:|||||;Den:|||||;Dining Room:|||||;Kitchen:|||||;Living Room:|||||;,"Additional Lease Terms|12 Months|Yes;Architectural Style|Contemporary|Yes;Deposits and Fees|Security Deposit|1,945;Deposits and Fees|Pet Fee/Deposit|250;Deposits and Fees|Application Fee|50;Interior Features|Ceiling Fan(s)|Yes;Interior Features|Walk-In Closet(s)|Yes;Levels|One|Yes;Owner Pays|None|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Size Limit|Yes;Pets Allowed|Number Limit|Yes;Rent Includes|None|Yes;Room Types|Bedroom 1|Yes;Room Types|Primary Bedroom|Yes;Room Types|Living Room|Yes;Room Types|Kitchen|Yes;Room Types|Dining Room|Yes;Room Types|Den|Yes;Room Types|Bedroom 3|Yes;Room Types|Bedroom 2|Yes;Sewer|Public Sewer|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|Other|Yes;Tenant Pays|Exterior Maintenance|Yes;Tenant Pays|All Utilities|Yes;Tenant Pays|Insurance|Yes;Rental Commission Term|Specific $ Amount|300;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Utilities|Water Available|Yes;Utilities|Sewer Available|Yes;Utilities|Other|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Other|Yes;Showing Requirements|Restricted Hours|Yes;Parking Features|Attached|Yes;Parking Features|Garage|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKyBuszvg8vH7eQVUkLP9cSddbTpUK4aLWkrJ0k_v9aqD92B8XvXysxnhKKremPM5v7-gTWZiWnIsJ172sE-YA1OQ==,Agency_Phone_Index_678,Listing_Agent_Index_1617,Listing_Agent_Index_998,Rental,Residential Lease,Single Family Residence,SF,7/24/24,,A,7/3/24,1595,1595,Public Records,21,,,S,$,Jacksonville,FL,Duval,US,32207,2,2,30.27643723,-81.60914662,1.20E+11,1104,1989,West,,2,3,2,1,gAAAAABm9wKyecIlXKjmI09r3q56rJqqLox2K1OvqDZKFpFkr9mbPiGwL7NoBXVrn_z3-0AP4V3nLg1JtCfbAkbbg48W78Mjbg==,,10/15/24 6:23,,Vacant,Excl Right to Lease,,Full Service,12 Months,,,,,1.44,7/20/24,,,N,N,,U,,,N,N,,,N,N,,0,2,N,,N,,5,,"Accessory Dwelling Information|Dwelling Type|Apartment;Additional Lease Terms|12 Months|Yes;Additional Lease Terms|24 Months|Yes;Architectural Style|Contemporary|Yes;Deposits and Fees|Security Deposit|1,620;Deposits and Fees|Additional Fee|100;Deposits and Fees|Application Fee|75;Fireplace Features|Fireplaces Total|1;Fireplace Features|Wood Burning|Yes;Interior Features|Ceiling Fan(s)|Yes;Interior Features|Primary Bathroom - Tub with Shower|Yes;Interior Features|Pantry|Yes;Interior Features|Eat-in Kitchen|Yes;Laundry Features|Electric Dryer Hookup|Yes;Laundry Features|Washer Hookup|Yes;Levels|Two|Yes;Owner Pays|Grounds Care|Yes;Owner Pays|Trash Collection|Yes;Owner Pays|Management|Yes;Owner Pays|HVAC Maintenance|Yes;Patio And Porch Features|Covered|Yes;Patio And Porch Features|Rear Porch|Yes;Pets Allowed|No|Yes;Rent Includes|Management|Yes;Rent Includes|Trash Collection|Yes;Road Frontage Type|City Street|Yes;Road Surface Type|Asphalt|Yes;Sewer|Public Sewer|Yes;Tenant Pays|Cable TV|Yes;Tenant Pays|Telephone|Yes;Tenant Pays|Water|Yes;Tenant Pays|Sewer|Yes;Tenant Pays|Pest Control|Yes;Tenant Pays|Electricity|Yes;Rental Commission Term|1 Months Rent|Yes;Water Source|Public|Yes;Cooling|Central Air|Yes;Cooling|Electric|Yes;Heating|Central|Yes;Heating|Electric|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Separate Water Meters|Yes;Utilities|Separate Electric Meters|Yes;Showing Requirements|Key In Office|Yes;Showing Requirements|Showing Service|Yes;Showing Requirements|Lockbox|Yes;Parking Features|Additional Parking|Yes;Parking Features|Off Street|Yes;Appliances|Dishwasher|Yes;Appliances|Refrigerator|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Range|Yes;"
gAAAAABm9wKyqFdHC-lWIjwLzUtCOtgwJ4f_ooVk0ty26rtwtWJ7jLuw4lmNEyWutd8jifu5KsAAueShPS-FytxkRWd80D9P3A==,Agency_Phone_Index_671,Listing_Agent_Index_991,,Rental,Residential Lease,Single Family Residence,SF,7/24/24,,A,7/2/24,1525,1445,Public Records,61,,,,$,Jacksonville,FL,Duval,US,32221,1,,30.287473,-81.78606832,1.20E+11,1269,1958,,,3,2,1,1,gAAAAABm9wKympVHhEjXI2t6TyxmDbdWciRbo_1GXwqnMaxFmJ4Wox-762BSVPSRaQkBiMWLO6ZToBUe_ZbnV40zODSeHZQ_FA==,Owner_Name_Index_1721,,,Vacant,Excl Right to Lease,,Full Service,12 Months,,,,,1.14,,,,N,N,,U,0.21,,N,N,,,,N,,0,,N,,,10/1/24 23:55,5,,"Additional Lease Terms|12 Months|Yes;Additional Lease Terms|24 Months|Yes;Deposits and Fees|Security Deposit|1,445;Deposits and Fees|Additional Fee|125;Deposits and Fees|Application Fee|50;Owner Pays|Association Fees|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Number Limit|Yes;Pets Allowed|Dogs OK|Yes;Pets Allowed|Cats OK|Yes;Security Features|Smoke Detector(s)|Yes;Sewer|Public Sewer|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|Insurance|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|250;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Showing Requirements|Showing Contact Phone|800-218-4796;Showing Requirements|Showing Service|Yes;Parking Features|Other|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKyPi1YJATjhk_nbbiNwDV3Ks_mSV87SD3qr87xlRmn9wSQ1mIXyj1huYfXx2y8R1YDrSsj4KPZXpIUvpSDSuTxsg==,Agency_Phone_Index_773,Listing_Agent_Index_1139,,Rental,Residential Lease,Single Family Residence,SF,8/19/24,,A,8/15/24,947,942,Public Records,73,,E,,%,Jacksonville,FL,Duval,US,32202,1,,30.32992521,-81.653953,1.20E+11,320,2020,,,1,1,1,0,gAAAAABm9wKyiRIC-9z-iTq6co6L8bkiiYwspSJ5GtRuidD6sV3L9uOtig38_zjM5FMD-1gxxdyE6WOHNGlLAqJyGwPHFd5fiQ==,,10/25/24 14:31,,,Exclusive Agency,,Full Service,12 Months,,,,,2.94,,,,N,N,,,0.13,,N,N,,,,N,,0,,Y,,,10/16/24 14:31,5,,Rental Commission Term|Specific $ Amount|500;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Call Listing Agent|Yes;Parking Features|Other|Yes;Appliances|Refrigerator|Yes;
gAAAAABm9wKy0Psj7uj9ogaQGTK9MB8XV42_F0b2FS44pq26Qzk3gew9ZKc3WyZeLrS6-oVTC-sCW8FMEvFtwK9X4_hP2Laicw==,Agency_Phone_Index_881,Listing_Agent_Index_1356,,Rental,Residential Lease,Townhouse,TH,7/31/24,,A,6/27/24,1795,1795,Plans,304,,,,$,St Augustine,FL,St. Johns,US,32095,2,2,30.0574196,-81.48532935,1.21E+11,1210,2024,,,2,3,2,1,gAAAAABm9wKykokXoLRtaG53upj7kG6RV8LPiEMasC4ps6V-wz4LcG9PeGNGuor62g77pRmYVtYxAECkZb1wMlTeG392bt44BQ==,,9/16/24 22:57,,Vacant,Excl Right to Lease,,Full Service,12 Months,,,1,,1.48,7/23/24,,,N,N,Y,U,,,N,Y,,N,N,Y,,250,,N,,N,,5,,"Additional Fee Includes|Other|Yes;Additional Lease Terms|12 Months|Yes;Association Amenities|Clubhouse|Yes;Association Amenities|Playground|Yes;Association Amenities|Fitness Center|Yes;Deposits and Fees|Security Deposit|1,795;Deposits and Fees|Additional Fee|150;Deposits and Fees|Pet Fee/Deposit|375;Deposits and Fees|Application Fee|75;Interior Features|Breakfast Bar|Yes;Interior Features|Pantry|Yes;Interior Features|Open Floorplan|Yes;Owner Pays|Association Fees|Yes;Patio And Porch Features|Rear Porch|Yes;Pets Allowed|Cats OK|Yes;Pets Allowed|Dogs OK|Yes;Rent Includes|None|Yes;Sewer|Public Sewer|Yes;Tenant Pays|All Utilities|Yes;View|Pond|Yes;Rental Commission Term|Specific $ Amount|250;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Utilities|Electricity Connected|Yes;Showing Requirements|Combination Lock Box|Yes;Showing Requirements|No Sign|Yes;Showing Requirements|Showing Contact Phone|904-982-1500;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;Appliances|Disposal|Yes;"
